Passenger_Record_ID,Flight_ID,Passenger_Count,Ticket_Class,Ticket_Revenue
2719,2719,238,Economy,714000
2720,2720,110,Business,880000
2721,2721,76,Business,608000
2722,2722,224,Business,1792000
2723,2723,133,Economy,399000
2724,2724,191,Business,1528000
2725,2725,56,Economy,168000
2726,2726,192,Economy,576000
2727,2727,223,Economy,669000
2728,2728,205,Economy,615000
2729,2729,220,Economy,660000
2730,2730,59,Economy,177000
2731,2731,228,Economy,684000
2732,2732,52,Economy,156000
2733,2733,152,Business,1216000
2734,2734,93,Business,744000
2735,2735,103,Business,824000
2736,2736,211,Business,1688000
2737,2737,242,Business,1936000
2738,2738,138,Economy,414000
2739,2739,74,Business,592000
2740,2740,240,Business,1920000
2741,2741,119,Economy,357000
2742,2742,94,Economy,282000
2743,2743,117,Business,936000
2744,2744,75,Business,600000
2745,2745,75,Business,600000
2746,2746,203,Business,1624000
2747,2747,239,Economy,717000
2748,2748,161,Business,1288000
2749,2749,141,Business,1128000
2750,2750,238,Economy,714000
2751,2751,179,Business,1432000
2752,2752,90,Economy,270000
2753,2753,222,Economy,666000
2754,2754,63,Economy,189000
2755,2755,214,Economy,642000
2756,2756,179,Economy,537000
2757,2757,54,Business,432000
2758,2758,151,Business,1208000
2759,2759,179,Economy,537000
2760,2760,178,Business,1424000
2761,2761,225,Economy,675000
2762,2762,71,Economy,213000
2763,2763,90,Business,720000
2764,2764,202,Business,1616000
2765,2765,95,Business,760000
2766,2766,143,Business,1144000
2767,2767,58,Business,464000
2768,2768,238,Economy,714000
2769,2769,150,Business,1200000
2770,2770,96,Business,768000
2771,2771,123,Business,984000
2772,2772,52,Business,416000
2773,2773,57,Business,456000
2774,2774,202,Business,1616000
2775,2775,85,Economy,255000
2776,2776,92,Economy,276000
2777,2777,227,Economy,681000
2778,2778,112,Economy,336000
2779,2779,211,Economy,633000
2780,2780,187,Business,1496000
2781,2781,76,Economy,228000
2782,2782,138,Business,1104000
2783,2783,62,Economy,186000
2784,2784,100,Economy,300000
2785,2785,117,Business,936000
2786,2786,173,Business,1384000
2787,2787,193,Economy,579000
2788,2788,189,Economy,567000
2789,2789,74,Economy,222000
2790,2790,226,Business,1808000
2791,2791,193,Economy,579000
2792,2792,152,Business,1216000
2793,2793,51,Business,408000
2794,2794,122,Business,976000
2795,2795,172,Business,1376000
2796,2796,176,Business,1408000
2797,2797,126,Business,1008000
2798,2798,127,Economy,381000
2799,2799,125,Business,1000000
2800,2800,212,Economy,636000
2801,2801,199,Business,1592000
2802,2802,97,Economy,291000
2803,2803,163,Business,1304000
2804,2804,113,Business,904000
2805,2805,244,Economy,732000
2806,2806,199,Business,1592000
2807,2807,122,Economy,366000
2808,2808,96,Business,768000
2809,2809,89,Economy,267000
2810,2810,155,Economy,465000
2811,2811,230,Business,1840000
2812,2812,167,Business,1336000
2813,2813,52,Economy,156000
2814,2814,144,Business,1152000
2815,2815,150,Economy,450000
2816,2816,183,Economy,549000
2817,2817,191,Economy,573000
2818,2818,132,Economy,396000
2819,2819,235,Business,1880000
2820,2820,131,Business,1048000
2821,2821,170,Business,1360000
2822,2822,184,Business,1472000
2823,2823,206,Economy,618000
2824,2824,52,Economy,156000
2825,2825,62,Economy,186000
2826,2826,213,Business,1704000
2827,2827,154,Economy,462000
2828,2828,138,Economy,414000
2829,2829,141,Economy,423000
2830,2830,215,Business,1720000
2831,2831,124,Business,992000
2832,2832,109,Business,872000
2833,2833,175,Business,1400000
2834,2834,122,Economy,366000
2835,2835,71,Business,568000
2836,2836,198,Economy,594000
2837,2837,172,Business,1376000
2838,2838,82,Economy,246000
2839,2839,53,Economy,159000
2840,2840,221,Business,1768000
2841,2841,178,Business,1424000
2842,2842,239,Economy,717000
2843,2843,199,Economy,597000
2844,2844,108,Economy,324000
2845,2845,86,Business,688000
2846,2846,200,Business,1600000
2847,2847,210,Business,1680000
2848,2848,162,Business,1296000
2849,2849,199,Economy,597000
2850,2850,241,Business,1928000
2851,2851,176,Business,1408000
2852,2852,239,Business,1912000
2853,2853,167,Economy,501000
2854,2854,231,Business,1848000
2855,2855,235,Business,1880000
2856,2856,189,Economy,567000
2857,2857,161,Economy,483000
2858,2858,195,Business,1560000
2859,2859,244,Business,1952000
2860,2860,237,Business,1896000
2861,2861,174,Business,1392000
2862,2862,149,Business,1192000
2863,2863,50,Business,400000
2864,2864,170,Economy,510000
2865,2865,138,Business,1104000
2866,2866,69,Economy,207000
2867,2867,66,Economy,198000
2868,2868,226,Business,1808000
2869,2869,199,Economy,597000
2870,2870,163,Economy,489000
2871,2871,210,Economy,630000
2872,2872,75,Economy,225000
2873,2873,76,Economy,228000
2874,2874,237,Business,1896000
2875,2875,211,Business,1688000
2876,2876,136,Economy,408000
2877,2877,129,Economy,387000
2878,2878,229,Business,1832000
2879,2879,104,Business,832000
2880,2880,110,Business,880000
2881,2881,227,Business,1816000
2882,2882,240,Economy,720000
2883,2883,241,Economy,723000
2884,2884,63,Business,504000
2885,2885,175,Economy,525000
2886,2886,158,Economy,474000
2887,2887,171,Business,1368000
2888,2888,100,Business,800000
2889,2889,162,Economy,486000
2890,2890,204,Business,1632000
2891,2891,217,Economy,651000
2892,2892,117,Business,936000
2893,2893,58,Economy,174000
2894,2894,233,Business,1864000
2895,2895,88,Economy,264000
2896,2896,192,Business,1536000
2897,2897,138,Business,1104000
2898,2898,67,Economy,201000
2899,2899,101,Business,808000
2900,2900,238,Economy,714000
2901,2901,86,Business,688000
2902,2902,129,Economy,387000
2903,2903,230,Business,1840000
2904,2904,189,Business,1512000
2905,2905,202,Economy,606000
2906,2906,128,Economy,384000
2907,2907,74,Economy,222000
2908,2908,198,Business,1584000
2909,2909,171,Economy,513000
2910,2910,137,Business,1096000
2911,2911,184,Economy,552000
2912,2912,226,Economy,678000
2913,2913,88,Business,704000
2914,2914,124,Business,992000
2915,2915,146,Economy,438000
2916,2916,98,Economy,294000
2917,2917,211,Business,1688000
2918,2918,193,Business,1544000
2919,2919,145,Economy,435000
2920,2920,192,Business,1536000
2921,2921,89,Business,712000
2922,2922,56,Economy,168000
2923,2923,150,Business,1200000
2924,2924,89,Economy,267000
2925,2925,243,Business,1944000
2926,2926,119,Economy,357000
2927,2927,152,Business,1216000
2928,2928,141,Economy,423000
2929,2929,71,Business,568000
2930,2930,150,Business,1200000
2931,2931,236,Economy,708000
2932,2932,182,Business,1456000
2933,2933,195,Economy,585000
2934,2934,60,Business,480000
2935,2935,168,Business,1344000
2936,2936,57,Economy,171000
2937,2937,69,Business,552000
2938,2938,108,Economy,324000
2939,2939,140,Economy,420000
2940,2940,202,Economy,606000
2941,2941,235,Economy,705000
2942,2942,164,Economy,492000
2943,2943,68,Business,544000
2944,2944,174,Business,1392000
2945,2945,179,Business,1432000
2946,2946,155,Economy,465000
2947,2947,235,Economy,705000
2948,2948,115,Business,920000
2949,2949,56,Economy,168000
2950,2950,100,Economy,300000
2951,2951,144,Business,1152000
2952,2952,210,Economy,630000
2953,2953,124,Economy,372000
2954,2954,153,Business,1224000
2955,2955,62,Economy,186000
2956,2956,187,Economy,561000
2957,2957,162,Economy,486000
2958,2958,108,Business,864000
2959,2959,87,Economy,261000
2960,2960,69,Business,552000
2961,2961,63,Economy,189000
2962,2962,89,Economy,267000
2963,2963,184,Business,1472000
2964,2964,246,Business,1968000
2965,2965,55,Economy,165000
2966,2966,217,Business,1736000
2967,2967,230,Business,1840000
2968,2968,58,Business,464000
2969,2969,155,Economy,465000
2970,2970,114,Economy,342000
2971,2971,197,Economy,591000
2972,2972,183,Economy,549000
2973,2973,145,Business,1160000
2974,2974,88,Business,704000
2975,2975,172,Economy,516000
2976,2976,70,Business,560000
2977,2977,86,Business,688000
2978,2978,61,Business,488000
2979,2979,247,Business,1976000
2980,2980,64,Economy,192000
2981,2981,198,Business,1584000
2982,2982,134,Business,1072000
2983,2983,141,Business,1128000
2984,2984,149,Business,1192000
2985,2985,223,Economy,669000
2986,2986,248,Economy,744000
2987,2987,158,Economy,474000
2988,2988,135,Economy,405000
2989,2989,187,Economy,561000
2990,2990,131,Business,1048000
2991,2991,115,Business,920000
2992,2992,167,Business,1336000
2993,2993,166,Economy,498000
2994,2994,216,Economy,648000
2995,2995,71,Business,568000
2996,2996,135,Economy,405000
2997,2997,219,Business,1752000
2998,2998,183,Business,1464000
2999,2999,159,Economy,477000
3000,3000,229,Business,1832000
3001,3001,214,Business,1712000
3002,3002,55,Business,440000
3003,3003,122,Economy,366000
3004,3004,206,Economy,618000
3005,3005,150,Economy,450000
3006,3006,246,Business,1968000
3007,3007,228,Economy,684000
3008,3008,126,Business,1008000
3009,3009,76,Business,608000
3010,3010,214,Economy,642000
3011,3011,223,Economy,669000
3012,3012,147,Business,1176000
3013,3013,74,Economy,222000
3014,3014,214,Economy,642000
3015,3015,200,Business,1600000
3016,3016,203,Economy,609000
3017,3017,125,Business,1000000
3018,3018,169,Economy,507000
3019,3019,229,Economy,687000
3020,3020,52,Business,416000
3021,3021,122,Business,976000
3022,3022,160,Business,1280000
3023,3023,128,Business,1024000
3024,3024,121,Economy,363000
3025,3025,205,Economy,615000
3026,3026,83,Economy,249000
3027,3027,133,Business,1064000
3028,3028,114,Economy,342000
3029,3029,78,Business,624000
3030,3030,53,Business,424000
3031,3031,245,Business,1960000
3032,3032,168,Economy,504000
3033,3033,239,Economy,717000
3034,3034,215,Business,1720000
3035,3035,244,Business,1952000
3036,3036,179,Business,1432000
3037,3037,162,Economy,486000
3038,3038,141,Business,1128000
3039,3039,125,Business,1000000
3040,3040,174,Business,1392000
3041,3041,93,Economy,279000
3042,3042,163,Economy,489000
3043,3043,154,Business,1232000
3044,3044,144,Business,1152000
3045,3045,166,Business,1328000
3046,3046,150,Economy,450000
3047,3047,81,Economy,243000
3048,3048,180,Business,1440000
3049,3049,66,Economy,198000
3050,3050,168,Business,1344000
3051,3051,189,Economy,567000
3052,3052,113,Business,904000
3053,3053,240,Economy,720000
3054,3054,127,Business,1016000
3055,3055,249,Business,1992000
3056,3056,90,Business,720000
3057,3057,51,Economy,153000
3058,3058,230,Business,1840000
3059,3059,83,Business,664000
3060,3060,174,Business,1392000
3061,3061,137,Business,1096000
3062,3062,161,Economy,483000
3063,3063,89,Economy,267000
3064,3064,248,Business,1984000
3065,3065,242,Economy,726000
3066,3066,104,Business,832000
3067,3067,175,Economy,525000
3068,3068,123,Business,984000
3069,3069,228,Business,1824000
3070,3070,54,Business,432000
3071,3071,105,Business,840000
3072,3072,167,Business,1336000
3073,3073,198,Business,1584000
3074,3074,107,Economy,321000
3075,3075,142,Economy,426000
3076,3076,80,Economy,240000
3077,3077,223,Business,1784000
3078,3078,204,Economy,612000
3079,3079,247,Business,1976000
3080,3080,156,Economy,468000
3081,3081,208,Business,1664000
3082,3082,218,Economy,654000
3083,3083,94,Business,752000
3084,3084,213,Economy,639000
3085,3085,51,Business,408000
3086,3086,111,Economy,333000
3087,3087,198,Business,1584000
3088,3088,211,Economy,633000
3089,3089,135,Economy,405000
3090,3090,62,Economy,186000
3091,3091,68,Economy,204000
3092,3092,210,Economy,630000
3093,3093,173,Economy,519000
3094,3094,151,Business,1208000
3095,3095,153,Economy,459000
3096,3096,98,Business,784000
3097,3097,52,Economy,156000
3098,3098,215,Business,1720000
3099,3099,120,Economy,360000
3100,3100,64,Business,512000
3101,3101,87,Business,696000
3102,3102,202,Business,1616000
3103,3103,110,Economy,330000
3104,3104,227,Economy,681000
3105,3105,59,Economy,177000
3106,3106,149,Business,1192000
3107,3107,150,Economy,450000
3108,3108,227,Business,1816000
3109,3109,172,Economy,516000
3110,3110,91,Business,728000
3111,3111,248,Economy,744000
3112,3112,229,Economy,687000
3113,3113,223,Economy,669000
3114,3114,89,Business,712000
3115,3115,235,Business,1880000
3116,3116,73,Economy,219000
3117,3117,118,Economy,354000
3118,3118,134,Business,1072000
3119,3119,217,Business,1736000
3120,3120,197,Economy,591000
3121,3121,78,Economy,234000
3122,3122,86,Economy,258000
3123,3123,69,Business,552000
3124,3124,195,Business,1560000
3125,3125,53,Economy,159000
3126,3126,188,Business,1504000
3127,3127,241,Economy,723000
3128,3128,135,Economy,405000
3129,3129,101,Business,808000
3130,3130,92,Economy,276000
3131,3131,191,Economy,573000
3132,3132,171,Economy,513000
3133,3133,222,Business,1776000
3134,3134,205,Economy,615000
3135,3135,181,Business,1448000
3136,3136,193,Business,1544000
3137,3137,215,Economy,645000
3138,3138,240,Business,1920000
3139,3139,200,Economy,600000
3140,3140,126,Business,1008000
3141,3141,197,Business,1576000
3142,3142,246,Economy,738000
3143,3143,132,Economy,396000
3144,3144,198,Business,1584000
3145,3145,219,Business,1752000
3146,3146,118,Economy,354000
3147,3147,63,Economy,189000
3148,3148,119,Business,952000
3149,3149,54,Business,432000
3150,3150,201,Economy,603000
3151,3151,206,Economy,618000
3152,3152,51,Business,408000
3153,3153,55,Economy,165000
3154,3154,83,Business,664000
3155,3155,71,Economy,213000
3156,3156,181,Business,1448000
3157,3157,162,Economy,486000
3158,3158,183,Business,1464000
3159,3159,116,Business,928000
3160,3160,126,Economy,378000
3161,3161,240,Business,1920000
3162,3162,139,Economy,417000
3163,3163,165,Economy,495000
3164,3164,136,Economy,408000
3165,3165,117,Economy,351000
3166,3166,211,Economy,633000
3167,3167,150,Business,1200000
3168,3168,249,Economy,747000
3169,3169,211,Economy,633000
3170,3170,106,Economy,318000
3171,3171,214,Business,1712000
3172,3172,183,Economy,549000
3173,3173,120,Economy,360000
3174,3174,222,Business,1776000
3175,3175,218,Economy,654000
3176,3176,152,Economy,456000
3177,3177,182,Business,1456000
3178,3178,109,Business,872000
3179,3179,244,Business,1952000
3180,3180,194,Business,1552000
3181,3181,158,Economy,474000
3182,3182,242,Business,1936000
3183,3183,150,Business,1200000
3184,3184,232,Business,1856000
3185,3185,58,Business,464000
3186,3186,181,Economy,543000
3187,3187,219,Economy,657000
3188,3188,223,Economy,669000
3189,3189,123,Economy,369000
3190,3190,145,Economy,435000
3191,3191,178,Economy,534000
3192,3192,136,Business,1088000
3193,3193,164,Economy,492000
3194,3194,194,Business,1552000
3195,3195,165,Economy,495000
3196,3196,177,Economy,531000
3197,3197,140,Business,1120000
3198,3198,128,Economy,384000
3199,3199,167,Economy,501000
3200,3200,56,Business,448000
3201,3201,182,Economy,546000
3202,3202,229,Economy,687000
3203,3203,165,Economy,495000
3204,3204,152,Business,1216000
3205,3205,102,Business,816000
3206,3206,168,Economy,504000
3207,3207,52,Business,416000
3208,3208,111,Business,888000
3209,3209,81,Business,648000
3210,3210,51,Economy,153000
3211,3211,129,Business,1032000
3212,3212,173,Economy,519000
3213,3213,130,Business,1040000
3214,3214,102,Economy,306000
3215,3215,189,Economy,567000
3216,3216,173,Business,1384000
3217,3217,182,Business,1456000
3218,3218,53,Economy,159000
3219,3219,105,Economy,315000
3220,3220,129,Business,1032000
3221,3221,241,Business,1928000
3222,3222,94,Economy,282000
3223,3223,237,Business,1896000
3224,3224,197,Business,1576000
3225,3225,102,Business,816000
3226,3226,122,Economy,366000
3227,3227,65,Economy,195000
3228,3228,142,Economy,426000
3229,3229,162,Economy,486000
3230,3230,79,Business,632000
3231,3231,69,Business,552000
3232,3232,155,Economy,465000
3233,3233,136,Economy,408000
3234,3234,229,Economy,687000
3235,3235,85,Business,680000
3236,3236,71,Economy,213000
3237,3237,178,Business,1424000
3238,3238,70,Economy,210000
3239,3239,225,Business,1800000
3240,3240,249,Business,1992000
3241,3241,54,Business,432000
3242,3242,169,Economy,507000
3243,3243,217,Economy,651000
3244,3244,131,Economy,393000
3245,3245,128,Economy,384000
3246,3246,94,Economy,282000
3247,3247,208,Business,1664000
3248,3248,192,Business,1536000
3249,3249,107,Economy,321000
3250,3250,230,Economy,690000
3251,3251,94,Business,752000
3252,3252,244,Business,1952000
3253,3253,219,Economy,657000
3254,3254,201,Economy,603000
3255,3255,87,Economy,261000
3256,3256,100,Economy,300000
3257,3257,73,Business,584000
3258,3258,140,Economy,420000
3259,3259,210,Business,1680000
3260,3260,196,Economy,588000
3261,3261,74,Business,592000
3262,3262,119,Economy,357000
3263,3263,98,Economy,294000
3264,3264,66,Business,528000
3265,3265,198,Business,1584000
3266,3266,92,Business,736000
3267,3267,131,Business,1048000
3268,3268,199,Economy,597000
3269,3269,112,Business,896000
3270,3270,73,Economy,219000
3271,3271,82,Economy,246000
3272,3272,244,Economy,732000
3273,3273,66,Economy,198000
3274,3274,225,Economy,675000
3275,3275,93,Economy,279000
3276,3276,202,Business,1616000
3277,3277,249,Economy,747000
3278,3278,156,Economy,468000
3279,3279,148,Business,1184000
3280,3280,237,Economy,711000
3281,3281,78,Business,624000
3282,3282,61,Economy,183000
3283,3283,149,Economy,447000
3284,3284,176,Business,1408000
3285,3285,186,Business,1488000
3286,3286,135,Economy,405000
3287,3287,102,Business,816000
3288,3288,110,Economy,330000
3289,3289,208,Business,1664000
3290,3290,162,Business,1296000
3291,3291,97,Economy,291000
3292,3292,157,Business,1256000
3293,3293,128,Economy,384000
3294,3294,96,Economy,288000
3295,3295,210,Business,1680000
3296,3296,116,Business,928000
3297,3297,113,Economy,339000
3298,3298,171,Business,1368000
3299,3299,194,Economy,582000
3300,3300,93,Business,744000
3301,3301,54,Business,432000
3302,3302,143,Business,1144000
3303,3303,239,Business,1912000
3304,3304,240,Business,1920000
3305,3305,128,Economy,384000
3306,3306,88,Economy,264000
3307,3307,249,Business,1992000
3308,3308,219,Economy,657000
3309,3309,151,Economy,453000
3310,3310,141,Economy,423000
3311,3311,70,Economy,210000
3312,3312,224,Economy,672000
3313,3313,123,Business,984000
3314,3314,77,Business,616000
3315,3315,198,Business,1584000
3316,3316,162,Economy,486000
3317,3317,77,Economy,231000
3318,3318,135,Business,1080000
3319,3319,151,Business,1208000
3320,3320,68,Economy,204000
3321,3321,112,Economy,336000
3322,3322,165,Economy,495000
3323,3323,229,Economy,687000
3324,3324,87,Economy,261000
3325,3325,95,Economy,285000
3326,3326,201,Business,1608000
3327,3327,141,Business,1128000
3328,3328,222,Business,1776000
3329,3329,58,Business,464000
3330,3330,58,Economy,174000
3331,3331,70,Economy,210000
3332,3332,73,Business,584000
3333,3333,144,Economy,432000
3334,3334,241,Business,1928000
3335,3335,142,Business,1136000
3336,3336,89,Business,712000
3337,3337,229,Business,1832000
3338,3338,181,Business,1448000
3339,3339,180,Economy,540000
3340,3340,190,Economy,570000
3341,3341,70,Business,560000
3342,3342,57,Business,456000
3343,3343,169,Economy,507000
3344,3344,159,Business,1272000
3345,3345,178,Economy,534000
3346,3346,63,Economy,189000
3347,3347,125,Business,1000000
3348,3348,85,Economy,255000
3349,3349,199,Business,1592000
3350,3350,166,Economy,498000
3351,3351,213,Economy,639000
3352,3352,94,Business,752000
3353,3353,193,Economy,579000
3354,3354,60,Business,480000
3355,3355,116,Business,928000
3356,3356,147,Business,1176000
3357,3357,202,Business,1616000
3358,3358,139,Business,1112000
3359,3359,244,Economy,732000
3360,3360,208,Economy,624000
3361,3361,162,Economy,486000
3362,3362,242,Business,1936000
3363,3363,139,Economy,417000
3364,3364,138,Economy,414000
3365,3365,60,Business,480000
3366,3366,129,Business,1032000
3367,3367,133,Business,1064000
3368,3368,155,Business,1240000
3369,3369,165,Economy,495000
3370,3370,215,Economy,645000
3371,3371,51,Economy,153000
3372,3372,103,Economy,309000
3373,3373,142,Economy,426000
3374,3374,56,Business,448000
3375,3375,226,Economy,678000
3376,3376,89,Business,712000
3377,3377,94,Economy,282000
3378,3378,231,Business,1848000
3379,3379,238,Economy,714000
3380,3380,181,Economy,543000
3381,3381,156,Business,1248000
3382,3382,83,Business,664000
3383,3383,57,Business,456000
3384,3384,81,Business,648000
3385,3385,195,Economy,585000
3386,3386,217,Economy,651000
3387,3387,124,Business,992000
3388,3388,233,Economy,699000
3389,3389,86,Business,688000
3390,3390,232,Economy,696000
3391,3391,85,Business,680000
3392,3392,59,Business,472000
3393,3393,119,Economy,357000
3394,3394,167,Economy,501000
3395,3395,240,Economy,720000
3396,3396,211,Business,1688000
3397,3397,144,Economy,432000
3398,3398,121,Economy,363000
3399,3399,194,Business,1552000
3400,3400,172,Economy,516000
3401,3401,110,Business,880000
3402,3402,195,Economy,585000
3403,3403,238,Business,1904000
3404,3404,85,Business,680000
3405,3405,230,Economy,690000
3406,3406,210,Economy,630000
3407,3407,200,Economy,600000
3408,3408,241,Business,1928000
3409,3409,87,Economy,261000
3410,3410,246,Business,1968000
3411,3411,207,Economy,621000
3412,3412,193,Business,1544000
3413,3413,231,Economy,693000
3414,3414,236,Economy,708000
3415,3415,153,Economy,459000
3416,3416,141,Business,1128000
3417,3417,55,Business,440000
3418,3418,182,Business,1456000
3419,3419,141,Business,1128000
3420,3420,50,Economy,150000
3421,3421,63,Business,504000
3422,3422,132,Economy,396000
3423,3423,80,Economy,240000
3424,3424,228,Business,1824000
3425,3425,170,Economy,510000
3426,3426,128,Economy,384000
3427,3427,196,Economy,588000
3428,3428,151,Economy,453000
3429,3429,81,Economy,243000
3430,3430,106,Business,848000
3431,3431,80,Business,640000
3432,3432,107,Business,856000
3433,3433,203,Economy,609000
3434,3434,97,Economy,291000
3435,3435,172,Business,1376000
3436,3436,90,Economy,270000
3437,3437,202,Business,1616000
3438,3438,224,Economy,672000
3439,3439,231,Economy,693000
3440,3440,170,Business,1360000
3441,3441,234,Economy,702000
3442,3442,249,Economy,747000
3443,3443,110,Business,880000
3444,3444,181,Business,1448000
3445,3445,208,Business,1664000
3446,3446,169,Business,1352000
3447,3447,145,Business,1160000
3448,3448,161,Business,1288000
3449,3449,244,Economy,732000
3450,3450,90,Economy,270000
3451,3451,75,Business,600000
3452,3452,245,Economy,735000
3453,3453,243,Economy,729000
3454,3454,68,Business,544000
3455,3455,136,Economy,408000
3456,3456,74,Economy,222000
3457,3457,96,Economy,288000
3458,3458,248,Business,1984000
3459,3459,57,Economy,171000
3460,3460,52,Business,416000
3461,3461,82,Business,656000
3462,3462,161,Economy,483000
3463,3463,205,Economy,615000
3464,3464,71,Business,568000
3465,3465,148,Business,1184000
3466,3466,147,Business,1176000
3467,3467,79,Economy,237000
3468,3468,96,Business,768000
3469,3469,213,Business,1704000
3470,3470,108,Business,864000
3471,3471,63,Business,504000
3472,3472,122,Business,976000
3473,3473,154,Economy,462000
3474,3474,63,Economy,189000
3475,3475,233,Economy,699000
3476,3476,201,Business,1608000
3477,3477,98,Business,784000
3478,3478,220,Economy,660000
3479,3479,52,Economy,156000
3480,3480,72,Economy,216000
3481,3481,197,Business,1576000
3482,3482,158,Business,1264000
3483,3483,192,Economy,576000
3484,3484,92,Economy,276000
3485,3485,120,Business,960000
3486,3486,210,Business,1680000
3487,3487,104,Business,832000
3488,3488,175,Economy,525000
3489,3489,131,Economy,393000
3490,3490,90,Business,720000
3491,3491,195,Economy,585000
3492,3492,180,Economy,540000
3493,3493,52,Business,416000
3494,3494,149,Business,1192000
3495,3495,193,Economy,579000
3496,3496,220,Business,1760000
3497,3497,72,Economy,216000
3498,3498,192,Economy,576000
3499,3499,176,Business,1408000
3500,3500,107,Economy,321000
3501,3501,217,Economy,651000
3502,3502,167,Business,1336000
3503,3503,215,Business,1720000
3504,3504,166,Business,1328000
3505,3505,131,Business,1048000
3506,3506,151,Economy,453000
3507,3507,183,Economy,549000
3508,3508,157,Economy,471000
3509,3509,95,Economy,285000
3510,3510,55,Economy,165000
3511,3511,172,Business,1376000
3512,3512,141,Business,1128000
3513,3513,197,Business,1576000
3514,3514,68,Economy,204000
3515,3515,63,Business,504000
3516,3516,114,Economy,342000
3517,3517,145,Business,1160000
3518,3518,206,Business,1648000
3519,3519,208,Business,1664000
3520,3520,202,Business,1616000
3521,3521,248,Business,1984000
3522,3522,95,Economy,285000
3523,3523,229,Economy,687000
3524,3524,65,Economy,195000
3525,3525,157,Economy,471000
3526,3526,188,Economy,564000
3527,3527,67,Economy,201000
3528,3528,157,Business,1256000
3529,3529,233,Business,1864000
3530,3530,233,Business,1864000
3531,3531,234,Economy,702000
3532,3532,118,Economy,354000
3533,3533,169,Economy,507000
3534,3534,243,Business,1944000
3535,3535,137,Business,1096000
3536,3536,139,Business,1112000
3537,3537,65,Business,520000
3538,3538,151,Business,1208000
3539,3539,183,Business,1464000
3540,3540,229,Economy,687000
3541,3541,174,Economy,522000
3542,3542,169,Business,1352000
3543,3543,232,Business,1856000
3544,3544,125,Economy,375000
3545,3545,122,Business,976000
3546,3546,226,Economy,678000
3547,3547,249,Business,1992000
3548,3548,233,Business,1864000
3549,3549,90,Business,720000
3550,3550,248,Business,1984000
3551,3551,155,Economy,465000
3552,3552,233,Economy,699000
3553,3553,170,Business,1360000
3554,3554,138,Economy,414000
3555,3555,240,Business,1920000
3556,3556,167,Economy,501000
3557,3557,205,Economy,615000
3558,3558,208,Business,1664000
3559,3559,232,Economy,696000
3560,3560,229,Business,1832000
3561,3561,115,Economy,345000
3562,3562,95,Business,760000
3563,3563,157,Economy,471000
3564,3564,53,Business,424000
3565,3565,199,Economy,597000
3566,3566,222,Business,1776000
3567,3567,205,Business,1640000
3568,3568,187,Economy,561000
3569,3569,243,Economy,729000
3570,3570,226,Economy,678000
3571,3571,144,Business,1152000
3572,3572,155,Business,1240000
3573,3573,129,Economy,387000
3574,3574,100,Economy,300000
3575,3575,220,Economy,660000
3576,3576,183,Business,1464000
3577,3577,170,Economy,510000
3578,3578,202,Business,1616000
3579,3579,53,Business,424000
3580,3580,201,Business,1608000
3581,3581,233,Business,1864000
3582,3582,140,Business,1120000
3583,3583,232,Business,1856000
3584,3584,103,Business,824000
3585,3585,52,Business,416000
3586,3586,224,Business,1792000
3587,3587,79,Economy,237000
3588,3588,125,Economy,375000
3589,3589,90,Business,720000
3590,3590,155,Economy,465000
3591,3591,232,Economy,696000
3592,3592,108,Economy,324000
3593,3593,89,Business,712000
3594,3594,94,Business,752000
3595,3595,199,Economy,597000
3596,3596,64,Business,512000
3597,3597,66,Business,528000
3598,3598,236,Business,1888000
3599,3599,157,Business,1256000
3600,3600,74,Economy,222000
3601,3601,92,Economy,276000
3602,3602,241,Economy,723000
3603,3603,228,Economy,684000
3604,3604,110,Business,880000
3605,3605,222,Business,1776000
3606,3606,180,Business,1440000
3607,3607,213,Business,1704000
3608,3608,241,Business,1928000
3609,3609,77,Business,616000
3610,3610,156,Business,1248000
3611,3611,173,Business,1384000
3612,3612,222,Business,1776000
3613,3613,133,Business,1064000
3614,3614,198,Economy,594000
3615,3615,76,Economy,228000
3616,3616,132,Business,1056000
3617,3617,149,Business,1192000
3618,3618,125,Business,1000000
3619,3619,84,Economy,252000
3620,3620,225,Business,1800000
3621,3621,146,Economy,438000
3622,3622,149,Business,1192000
3623,3623,200,Economy,600000
3624,3624,241,Business,1928000
3625,3625,62,Economy,186000
3626,3626,207,Business,1656000
3627,3627,197,Economy,591000
3628,3628,55,Business,440000
3629,3629,196,Business,1568000
3630,3630,244,Business,1952000
3631,3631,123,Economy,369000
3632,3632,59,Economy,177000
3633,3633,233,Economy,699000
3634,3634,70,Economy,210000
3635,3635,176,Business,1408000
3636,3636,105,Business,840000
3637,3637,106,Business,848000
3638,3638,179,Economy,537000
3639,3639,88,Business,704000
3640,3640,110,Economy,330000
3641,3641,222,Economy,666000
3642,3642,159,Economy,477000
3643,3643,205,Business,1640000
3644,3644,195,Economy,585000
3645,3645,63,Economy,189000
3646,3646,232,Economy,696000
3647,3647,108,Economy,324000
3648,3648,158,Economy,474000
3649,3649,196,Business,1568000
3650,3650,90,Economy,270000
3651,3651,189,Economy,567000
3652,3652,197,Economy,591000
3653,3653,211,Economy,633000
3654,3654,174,Business,1392000
3655,3655,85,Economy,255000
3656,3656,70,Business,560000
3657,3657,105,Economy,315000
3658,3658,90,Economy,270000
3659,3659,176,Economy,528000
