Flight_ID,Date_Key,Airline_ID,Origin_Airport_ID,Dest_Airport_ID,Gate_ID,Delay_Reason_ID,Delay_Minutes,Flight_Status
2267,237,5,6,4,6,2,15,Delayed
2268,66,1,1,6,46,4,25,Delayed
2269,361,5,4,2,47,2,15,Delayed
2270,341,2,3,3,40,5,10,Delayed
2271,258,1,6,5,27,2,15,Delayed
2272,249,1,2,3,4,5,10,Delayed
2273,331,1,2,5,1,4,25,Delayed
2274,323,4,2,1,6,3,45,Delayed
2275,180,2,6,3,31,3,45,Delayed
2276,190,4,1,6,1,3,45,Delayed
2277,154,1,4,6,5,2,15,Delayed
2278,196,4,3,5,19,4,25,Delayed
2279,311,4,4,3,5,4,25,Delayed
2280,262,2,2,6,5,5,10,Delayed
2281,143,3,4,1,49,4,25,Delayed
2282,342,4,1,3,31,3,45,Delayed
2283,316,4,5,4,44,4,25,Delayed
2284,101,1,5,1,7,5,10,Delayed
2285,244,1,3,3,15,4,25,Delayed
2286,12,1,3,5,13,4,25,Delayed
2287,239,5,4,1,12,3,45,Delayed
2288,49,4,3,3,19,4,25,Delayed
2289,42,1,6,4,13,2,15,Delayed
2290,166,2,1,5,27,5,10,Delayed
2291,82,5,2,4,38,5,10,Delayed
2292,291,3,2,5,33,5,10,Delayed
2293,158,4,4,1,6,4,25,Delayed
2294,216,4,2,1,13,2,15,Delayed
2295,158,2,4,5,13,5,10,Delayed
2296,134,3,3,3,13,1,0,On Time
2297,67,3,3,3,20,3,45,Delayed
2298,336,5,6,3,36,1,0,On Time
2299,7,4,6,2,37,1,0,On Time
2300,14,1,1,6,45,5,10,Delayed
2301,73,2,2,6,9,1,0,On Time
2302,163,2,6,3,17,1,0,On Time
2303,66,2,1,3,35,2,15,Delayed
2304,347,2,5,1,18,3,45,Delayed
2305,130,1,6,2,25,4,25,Delayed
2306,206,1,1,3,15,5,10,Delayed
2307,276,5,4,1,23,5,10,Delayed
2308,256,4,4,2,1,1,0,On Time
2309,266,1,1,3,41,4,25,Delayed
2310,25,5,3,5,38,4,25,Delayed
2311,281,3,5,1,18,4,25,Delayed
2312,253,4,1,2,1,5,10,Delayed
2313,310,1,6,3,39,5,10,Delayed
2314,289,3,3,6,10,2,15,Delayed
2315,164,5,1,2,31,5,10,Delayed
2316,95,1,2,3,38,5,10,Delayed
2317,270,1,6,3,7,2,15,Delayed
2318,321,3,6,4,38,5,10,Delayed
2319,110,1,4,5,8,1,0,On Time
2320,336,2,2,4,34,1,0,On Time
2321,310,1,2,6,9,2,15,Delayed
2322,238,4,6,2,25,2,15,Delayed
2323,25,3,5,4,27,1,0,On Time
2324,141,4,3,6,41,4,25,Delayed
2325,117,5,4,3,7,5,10,Delayed
2326,25,4,2,3,32,3,45,Delayed
2327,79,2,4,3,9,3,45,Delayed
2328,68,2,6,1,17,2,15,Delayed
2329,173,4,3,6,35,3,45,Delayed
2330,12,5,1,6,48,4,25,Delayed
2331,288,1,2,5,16,3,45,Delayed
2332,128,2,3,1,2,1,0,On Time
2333,96,4,4,2,43,2,15,Delayed
2334,92,4,6,4,31,3,45,Delayed
2335,141,4,3,3,16,5,10,Delayed
2336,31,1,1,4,47,2,15,Delayed
2337,334,3,3,2,33,4,25,Delayed
2338,20,5,6,2,21,1,0,On Time
2339,146,3,4,2,17,3,45,Delayed
2340,316,5,2,3,35,1,0,On Time
2341,160,5,2,6,7,4,25,Delayed
2342,349,4,5,4,29,3,45,Delayed
2343,43,2,4,1,11,2,15,Delayed
2344,254,4,5,3,30,2,15,Delayed
2345,130,1,5,3,18,5,10,Delayed
2346,60,5,6,5,46,4,25,Delayed
2347,151,2,6,3,16,3,45,Delayed
2348,287,5,6,2,6,1,0,On Time
2349,5,5,1,2,2,1,0,On Time
2350,266,4,4,2,43,3,45,Delayed
2351,345,2,2,6,43,4,25,Delayed
2352,130,2,4,1,10,4,25,Delayed
2353,267,5,6,2,4,1,0,On Time
2354,178,2,1,5,49,3,45,Delayed
2355,253,2,4,5,10,3,45,Delayed
2356,56,4,4,1,9,1,0,On Time
2357,83,3,5,6,45,3,45,Delayed
2358,99,1,4,2,43,3,45,Delayed
2359,149,3,5,4,42,2,15,Delayed
2360,329,2,5,4,24,2,15,Delayed
2361,156,5,3,3,5,5,10,Delayed
2362,190,1,6,1,35,5,10,Delayed
2363,263,1,1,4,4,4,25,Delayed
2364,80,5,5,3,35,2,15,Delayed
2365,252,1,4,5,42,2,15,Delayed
2366,97,5,5,3,13,2,15,Delayed
2367,260,1,5,2,37,2,15,Delayed
2368,260,3,5,2,32,4,25,Delayed
2369,103,1,2,5,45,1,0,On Time
2370,40,4,2,1,1,4,25,Delayed
2371,273,5,2,6,11,1,0,On Time
2372,101,1,2,3,26,5,10,Delayed
2373,359,5,3,2,3,2,15,Delayed
2374,308,4,5,3,49,1,0,On Time
2375,221,1,3,3,13,4,25,Delayed
2376,308,1,4,3,32,1,0,On Time
2377,124,4,6,4,48,3,45,Delayed
2378,231,4,1,5,50,5,10,Delayed
2379,178,4,3,1,23,5,10,Delayed
2380,63,5,2,3,23,2,15,Delayed
2381,116,4,2,1,30,2,15,Delayed
2382,191,5,4,3,6,4,25,Delayed
2383,62,3,5,2,7,1,0,On Time
2384,256,1,1,3,47,3,45,Delayed
2385,7,1,3,4,30,5,10,Delayed
2386,155,2,5,3,37,1,0,On Time
2387,92,3,5,6,48,3,45,Delayed
2388,14,4,6,5,32,1,0,On Time
2389,229,4,6,2,6,2,15,Delayed
2390,86,3,3,3,35,5,10,Delayed
2391,133,4,3,1,32,3,45,Delayed
2392,183,2,3,3,12,2,15,Delayed
2393,62,5,3,2,4,4,25,Delayed
2394,219,1,2,5,32,4,25,Delayed
2395,246,3,5,3,35,2,15,Delayed
2396,230,1,5,3,48,3,45,Delayed
2397,79,5,2,6,16,3,45,Delayed
2398,149,3,5,2,15,5,10,Delayed
2399,138,5,3,6,41,2,15,Delayed
2400,314,4,1,6,2,4,25,Delayed
2401,65,4,6,3,6,2,15,Delayed
2402,13,4,6,2,14,1,0,On Time
2403,213,5,5,2,41,3,45,Delayed
2404,242,5,1,3,29,1,0,On Time
2405,213,5,6,4,42,4,25,Delayed
2406,181,1,1,6,26,3,45,Delayed
2407,338,5,2,5,18,4,25,Delayed
2408,173,4,4,1,47,4,25,Delayed
2409,160,2,5,6,4,4,25,Delayed
2410,164,5,2,1,37,5,10,Delayed
2411,188,2,2,3,38,4,25,Delayed
2412,191,4,1,3,25,4,25,Delayed
2413,308,5,5,4,47,1,0,On Time
2414,256,1,2,3,29,1,0,On Time
2415,183,1,3,5,34,1,0,On Time
2416,117,2,2,1,16,3,45,Delayed
2417,282,1,3,1,37,5,10,Delayed
2418,196,1,4,3,30,3,45,Delayed
2419,34,1,3,3,23,5,10,Delayed
2420,52,4,3,2,36,5,10,Delayed
2421,112,1,1,5,28,2,15,Delayed
2422,252,3,2,1,1,2,15,Delayed
2423,82,5,4,2,8,2,15,Delayed
2424,232,1,2,5,42,5,10,Delayed
2425,227,1,3,2,15,5,10,Delayed
2426,233,1,6,1,34,3,45,Delayed
2427,221,3,3,3,19,5,10,Delayed
2428,42,1,2,3,44,4,25,Delayed
2429,21,1,4,3,30,4,25,Delayed
2430,42,5,6,4,10,5,10,Delayed
2431,113,3,4,2,44,4,25,Delayed
2432,105,3,1,3,27,5,10,Delayed
2433,192,1,3,2,20,2,15,Delayed
2434,17,3,3,3,25,5,10,Delayed
2435,120,2,1,6,9,2,15,Delayed
2436,129,3,2,6,40,1,0,On Time
2437,130,3,3,2,34,4,25,Delayed
2438,60,3,2,5,21,1,0,On Time
2439,48,4,4,6,24,4,25,Delayed
2440,29,4,6,3,7,1,0,On Time
2441,97,4,6,2,4,5,10,Delayed
2442,10,3,6,4,8,1,0,On Time
2443,242,2,5,4,13,4,25,Delayed
2444,314,3,1,3,21,3,45,Delayed
2445,232,1,6,1,35,4,25,Delayed
2446,277,2,3,5,5,3,45,Delayed
2447,284,4,1,3,8,5,10,Delayed
2448,203,5,4,1,2,4,25,Delayed
2449,247,2,4,5,24,1,0,On Time
2450,290,4,4,3,42,5,10,Delayed
2451,264,2,4,6,16,4,25,Delayed
2452,214,2,5,3,4,5,10,Delayed
2453,200,3,2,3,30,3,45,Delayed
2454,79,1,2,4,46,5,10,Delayed
2455,343,5,6,3,30,1,0,On Time
2456,344,4,5,6,35,4,25,Delayed
2457,173,2,2,4,42,3,45,Delayed
2458,69,5,4,5,13,5,10,Delayed
2459,87,2,2,1,37,2,15,Delayed
2460,101,1,1,5,49,3,45,Delayed
2461,8,5,6,3,49,3,45,Delayed
2462,333,4,2,3,11,1,0,On Time
2463,200,2,1,5,19,1,0,On Time
2464,87,1,3,6,18,5,10,Delayed
2465,43,5,1,3,17,2,15,Delayed
2466,109,2,1,4,11,3,45,Delayed
2467,152,2,4,3,15,5,10,Delayed
2468,17,4,4,6,8,2,15,Delayed
2469,133,1,6,3,44,5,10,Delayed
2470,148,3,4,2,29,3,45,Delayed
2471,277,2,1,4,17,5,10,Delayed
2472,232,5,5,6,26,1,0,On Time
2473,314,4,4,6,5,1,0,On Time
2474,228,4,4,3,4,4,25,Delayed
2475,139,2,1,3,24,2,15,Delayed
2476,211,2,3,5,11,3,45,Delayed
2477,28,2,3,4,30,2,15,Delayed
2478,51,3,2,3,40,1,0,On Time
2479,261,2,6,3,48,3,45,Delayed
2480,261,1,3,5,48,4,25,Delayed
2481,350,5,4,3,35,1,0,On Time
2482,352,2,5,4,44,1,0,On Time
2483,8,3,2,1,45,2,15,Delayed
2484,320,5,6,4,33,5,10,Delayed
2485,138,4,5,6,36,2,15,Delayed
2486,38,2,5,3,21,1,0,On Time
2487,111,5,4,3,38,2,15,Delayed
2488,220,4,1,3,5,5,10,Delayed
2489,337,3,1,3,5,4,25,Delayed
2490,223,1,1,6,21,3,45,Delayed
2491,136,2,3,4,25,1,0,On Time
2492,256,1,1,5,10,2,15,Delayed
2493,360,3,6,4,19,1,0,On Time
2494,329,5,4,2,32,3,45,Delayed
2495,49,5,3,1,18,2,15,Delayed
2496,292,3,6,3,34,4,25,Delayed
2497,324,3,1,2,48,3,45,Delayed
2498,78,2,6,5,15,5,10,Delayed
2499,105,4,5,4,24,5,10,Delayed
2500,169,1,4,1,5,1,0,On Time
2501,217,1,4,6,32,5,10,Delayed
2502,119,5,6,4,9,2,15,Delayed
2503,190,5,2,4,5,5,10,Delayed
2504,255,2,4,3,5,4,25,Delayed
2505,266,3,5,6,41,2,15,Delayed
2506,149,1,4,3,41,1,0,On Time
2507,164,2,2,1,34,1,0,On Time
2508,140,5,4,6,7,5,10,Delayed
2509,347,5,4,6,26,5,10,Delayed
2510,258,1,2,3,1,1,0,On Time
2511,269,5,4,5,34,2,15,Delayed
2512,181,5,6,3,26,3,45,Delayed
2513,160,4,3,2,32,1,0,On Time
2514,351,3,6,1,12,4,25,Delayed
2515,288,5,4,5,6,2,15,Delayed
2516,288,4,1,6,20,3,45,Delayed
2517,226,2,1,3,19,3,45,Delayed
2518,11,5,3,2,16,2,15,Delayed
2519,10,2,4,1,4,1,0,On Time
2520,271,5,5,1,32,3,45,Delayed
2521,273,1,4,1,18,4,25,Delayed
2522,183,4,1,5,5,2,15,Delayed
2523,153,4,2,4,50,5,10,Delayed
2524,315,1,3,3,6,1,0,On Time
2525,334,3,2,5,14,2,15,Delayed
2526,124,4,5,3,49,4,25,Delayed
2527,114,2,4,6,18,3,45,Delayed
2528,278,4,5,2,10,1,0,On Time
2529,213,3,2,3,23,1,0,On Time
2530,172,2,4,1,18,2,15,Delayed
2531,288,2,6,5,4,2,15,Delayed
2532,174,1,6,3,32,4,25,Delayed
2533,113,5,5,2,47,5,10,Delayed
2534,122,1,6,4,6,2,15,Delayed
2535,32,5,6,3,26,2,15,Delayed
2536,222,1,1,3,6,2,15,Delayed
2537,119,5,6,5,35,4,25,Delayed
2538,39,4,1,4,41,3,45,Delayed
2539,268,2,3,2,43,5,10,Delayed
2540,233,5,1,3,5,4,25,Delayed
2541,18,4,1,4,14,2,15,Delayed
2542,149,3,2,6,2,3,45,Delayed
2543,149,1,1,6,40,2,15,Delayed
2544,126,3,1,2,13,4,25,Delayed
2545,302,4,2,1,5,1,0,On Time
2546,360,3,1,5,47,2,15,Delayed
2547,238,3,6,2,36,3,45,Delayed
2548,135,4,1,4,36,5,10,Delayed
2549,151,2,3,1,50,1,0,On Time
2550,236,5,1,6,19,2,15,Delayed
2551,224,1,1,6,20,2,15,Delayed
2552,203,5,3,3,22,3,45,Delayed
2553,256,1,2,1,31,1,0,On Time
2554,86,5,6,4,41,1,0,On Time
2555,150,3,1,4,47,1,0,On Time
2556,235,2,6,3,44,2,15,Delayed
2557,345,3,5,4,4,1,0,On Time
2558,22,2,6,1,3,2,15,Delayed
2559,348,4,2,6,37,2,15,Delayed
2560,285,1,2,3,25,1,0,On Time
2561,269,1,1,6,49,4,25,Delayed
2562,258,4,3,6,37,5,10,Delayed
2563,29,5,2,1,4,5,10,Delayed
2564,213,4,3,4,39,4,25,Delayed
2565,283,4,5,3,7,1,0,On Time
2566,50,2,3,3,7,2,15,Delayed
2567,95,4,4,5,49,3,45,Delayed
2568,88,1,3,3,25,4,25,Delayed
2569,44,3,2,3,15,5,10,Delayed
2570,278,2,3,4,7,5,10,Delayed
2571,171,2,3,2,47,2,15,Delayed
2572,189,5,4,2,4,5,10,Delayed
2573,353,3,4,3,34,5,10,Delayed
2574,184,2,1,3,45,2,15,Delayed
2575,3,4,2,1,44,1,0,On Time
2576,191,2,1,6,42,5,10,Delayed
2577,118,2,4,6,19,1,0,On Time
2578,19,2,3,2,47,3,45,Delayed
2579,23,5,4,3,49,1,0,On Time
2580,30,2,5,1,38,2,15,Delayed
2581,295,2,3,3,27,2,15,Delayed
2582,108,5,1,4,5,2,15,Delayed
2583,281,3,3,2,13,5,10,Delayed
2584,128,1,5,1,46,4,25,Delayed
2585,229,5,4,1,14,5,10,Delayed
2586,111,5,2,3,30,1,0,On Time
2587,136,2,6,1,47,3,45,Delayed
2588,362,2,2,6,48,3,45,Delayed
2589,186,1,2,3,10,3,45,Delayed
2590,144,2,4,6,32,3,45,Delayed
2591,72,4,2,4,1,4,25,Delayed
2592,129,2,5,3,24,3,45,Delayed
2593,364,2,4,3,29,5,10,Delayed
2594,261,4,2,4,43,3,45,Delayed
2595,3,1,6,3,7,2,15,Delayed
2596,104,4,1,3,31,1,0,On Time
2597,224,5,4,3,17,5,10,Delayed
2598,320,4,4,6,30,4,25,Delayed
2599,362,3,3,6,25,5,10,Delayed
2600,354,5,2,3,28,2,15,Delayed
2601,10,2,1,5,36,3,45,Delayed
2602,302,5,6,3,7,3,45,Delayed
2603,231,1,5,3,35,4,25,Delayed
2604,219,1,4,3,20,1,0,On Time
2605,66,4,5,4,14,3,45,Delayed
2606,112,5,5,3,50,4,25,Delayed
2607,13,2,5,3,50,3,45,Delayed
2608,86,1,3,3,30,5,10,Delayed
2609,234,2,5,3,1,4,25,Delayed
2610,90,3,2,4,38,4,25,Delayed
2611,314,1,2,3,41,4,25,Delayed
2612,54,4,1,3,25,3,45,Delayed
2613,12,3,1,3,34,4,25,Delayed
2614,209,5,6,3,8,5,10,Delayed
2615,14,2,5,3,20,1,0,On Time
2616,121,1,5,2,30,1,0,On Time
2617,20,3,3,6,4,2,15,Delayed
2618,75,3,5,6,21,5,10,Delayed
2619,243,1,5,1,27,5,10,Delayed
2620,223,5,5,1,10,4,25,Delayed
2621,70,5,4,1,23,2,15,Delayed
2622,312,4,4,6,33,5,10,Delayed
2623,211,5,3,2,11,5,10,Delayed
2624,101,4,3,5,41,5,10,Delayed
2625,186,3,2,1,19,3,45,Delayed
2626,132,1,3,5,11,5,10,Delayed
2627,111,5,6,4,4,3,45,Delayed
2628,132,4,2,3,23,5,10,Delayed
2629,20,3,5,3,5,1,0,On Time
2630,24,5,3,6,49,3,45,Delayed
2631,227,2,6,3,50,3,45,Delayed
2632,154,3,3,1,5,4,25,Delayed
2633,293,5,3,1,18,5,10,Delayed
2634,230,3,2,5,17,2,15,Delayed
2635,310,1,2,6,3,2,15,Delayed
2636,359,1,1,5,43,2,15,Delayed
2637,202,1,2,4,49,2,15,Delayed
2638,38,2,2,3,8,1,0,On Time
2639,260,1,4,6,40,2,15,Delayed
2640,188,2,3,3,23,4,25,Delayed
2641,57,1,2,6,23,2,15,Delayed
2642,20,3,3,4,2,4,25,Delayed
2643,273,5,3,6,39,3,45,Delayed
2644,119,5,4,3,21,5,10,Delayed
2645,71,1,3,6,24,2,15,Delayed
2646,4,5,6,4,38,4,25,Delayed
2647,221,1,2,1,20,4,25,Delayed
2648,14,1,3,5,50,5,10,Delayed
2649,3,4,1,6,39,3,45,Delayed
2650,216,4,1,2,50,2,15,Delayed
2651,229,4,4,1,27,4,25,Delayed
2652,336,2,6,4,44,2,15,Delayed
2653,186,4,2,3,39,1,0,On Time
2654,55,1,4,1,7,4,25,Delayed
2655,254,3,1,3,33,3,45,Delayed
2656,24,4,6,3,29,5,10,Delayed
2657,162,4,2,6,10,4,25,Delayed
2658,158,3,3,4,10,1,0,On Time
2659,82,1,2,1,12,5,10,Delayed
2660,159,2,5,1,3,3,45,Delayed
2661,188,4,2,4,3,2,15,Delayed
2662,60,3,3,3,13,2,15,Delayed
2663,305,1,5,6,45,4,25,Delayed
2664,319,5,6,5,31,5,10,Delayed
2665,211,2,4,3,27,1,0,On Time
2666,152,3,6,4,6,1,0,On Time
2667,109,3,2,5,27,3,45,Delayed
2668,76,3,4,1,35,5,10,Delayed
2669,30,4,2,3,47,5,10,Delayed
2670,314,5,1,3,9,2,15,Delayed
2671,117,2,1,6,6,3,45,Delayed
2672,356,1,3,6,6,3,45,Delayed
2673,192,1,6,5,40,3,45,Delayed
2674,19,5,1,3,26,5,10,Delayed
2675,173,3,5,3,43,2,15,Delayed
2676,228,3,5,3,19,3,45,Delayed
2677,350,3,2,3,16,2,15,Delayed
2678,183,3,4,6,41,3,45,Delayed
2679,113,3,5,1,23,5,10,Delayed
2680,183,5,2,1,11,2,15,Delayed
2681,146,4,4,2,16,4,25,Delayed
2682,319,2,1,5,29,3,45,Delayed
2683,116,3,2,6,38,5,10,Delayed
2684,113,4,4,6,49,2,15,Delayed
2685,251,1,3,6,48,1,0,On Time
2686,251,5,6,4,20,5,10,Delayed
2687,303,4,6,3,21,5,10,Delayed
2688,313,3,3,1,28,1,0,On Time
2689,118,3,5,3,50,1,0,On Time
2690,301,3,6,3,33,4,25,Delayed
2691,161,4,4,3,50,4,25,Delayed
2692,198,3,3,1,40,4,25,Delayed
2693,260,4,5,2,26,5,10,Delayed
2694,148,3,2,6,10,5,10,Delayed
2695,240,1,2,5,34,5,10,Delayed
2696,47,1,4,3,9,4,25,Delayed
2697,198,2,4,3,36,2,15,Delayed
2698,47,3,4,3,11,5,10,Delayed
2699,78,3,6,5,10,5,10,Delayed
2700,124,4,4,5,46,5,10,Delayed
2701,75,4,3,1,7,4,25,Delayed
2702,359,3,3,3,38,3,45,Delayed
2703,137,2,5,3,16,4,25,Delayed
2704,90,3,3,5,26,3,45,Delayed
2705,325,4,6,3,32,4,25,Delayed
2706,61,3,2,3,31,2,15,Delayed
2707,138,4,5,3,32,2,15,Delayed
2708,50,3,3,4,45,5,10,Delayed
2709,259,5,4,6,12,4,25,Delayed
2710,107,4,3,5,27,3,45,Delayed
2711,113,2,1,3,22,3,45,Delayed
2712,350,5,5,1,15,2,15,Delayed
2713,254,3,6,5,8,5,10,Delayed
2714,118,4,3,4,4,3,45,Delayed
2715,198,5,3,1,8,4,25,Delayed
2716,337,2,6,5,23,5,10,Delayed
2717,365,4,2,5,16,4,25,Delayed
2718,51,5,4,3,48,4,25,Delayed
2719,245,5,4,1,34,2,15,Delayed
2720,35,5,2,5,22,4,25,Delayed
2721,302,1,2,6,49,1,0,On Time
2722,69,3,1,4,23,5,10,Delayed
2723,349,4,6,1,5,1,0,On Time
2724,320,4,5,6,37,4,25,Delayed
2725,49,4,4,3,44,4,25,Delayed
2726,74,5,2,3,7,2,15,Delayed
2727,192,3,2,5,37,2,15,Delayed
2728,261,2,6,2,26,2,15,Delayed
2729,356,4,5,3,28,2,15,Delayed
2730,70,3,2,6,4,3,45,Delayed
2731,90,3,1,3,49,2,15,Delayed
2732,260,1,5,3,32,4,25,Delayed
2733,126,4,1,3,38,4,25,Delayed
2734,231,5,3,3,46,5,10,Delayed
2735,295,3,4,1,9,1,0,On Time
2736,129,3,2,1,36,3,45,Delayed
2737,280,2,5,3,26,3,45,Delayed
2738,313,1,1,3,11,5,10,Delayed
2739,100,3,4,5,20,5,10,Delayed
2740,326,3,4,1,48,2,15,Delayed
2741,297,5,2,1,48,5,10,Delayed
2742,182,5,4,1,48,3,45,Delayed
2743,174,2,2,4,38,1,0,On Time
2744,316,2,3,3,15,1,0,On Time
2745,364,2,2,4,35,3,45,Delayed
2746,188,5,6,1,9,2,15,Delayed
2747,57,5,1,3,33,1,0,On Time
2748,31,1,6,4,11,1,0,On Time
2749,84,4,4,6,22,2,15,Delayed
2750,152,4,4,5,6,1,0,On Time
2751,36,1,4,3,37,4,25,Delayed
2752,213,4,2,5,50,3,45,Delayed
2753,364,5,5,6,21,1,0,On Time
2754,106,4,2,3,12,1,0,On Time
2755,342,5,1,2,7,2,15,Delayed
2756,220,1,2,3,2,1,0,On Time
2757,163,2,4,5,39,2,15,Delayed
2758,220,1,3,3,41,3,45,Delayed
2759,270,4,1,2,24,4,25,Delayed
2760,120,5,6,2,26,5,10,Delayed
2761,336,4,3,1,25,3,45,Delayed
2762,182,4,1,2,20,1,0,On Time
2763,106,2,1,4,40,4,25,Delayed
2764,217,4,4,5,41,5,10,Delayed
2765,205,2,6,4,42,5,10,Delayed
2766,70,5,2,6,44,1,0,On Time
2767,44,5,6,4,2,5,10,Delayed
2768,329,2,4,5,42,5,10,Delayed
2769,301,1,4,6,35,3,45,Delayed
2770,228,5,4,3,33,3,45,Delayed
2771,184,1,3,4,17,5,10,Delayed
2772,107,5,6,3,22,2,15,Delayed
2773,84,5,6,4,1,1,0,On Time
2774,338,3,1,2,37,2,15,Delayed
2775,250,4,5,3,30,2,15,Delayed
2776,363,4,2,5,46,5,10,Delayed
2777,21,1,4,5,6,1,0,On Time
2778,196,4,6,4,41,2,15,Delayed
2779,178,1,6,2,14,3,45,Delayed
2780,7,5,1,5,36,3,45,Delayed
2781,70,3,2,3,33,1,0,On Time
2782,127,3,5,3,38,2,15,Delayed
2783,160,5,5,1,39,4,25,Delayed
2784,248,2,4,3,6,4,25,Delayed
2785,203,2,5,3,26,1,0,On Time
2786,148,4,5,4,24,1,0,On Time
2787,143,1,2,5,33,4,25,Delayed
2788,199,3,2,3,8,2,15,Delayed
2789,154,4,4,2,44,2,15,Delayed
2790,142,5,6,5,43,5,10,Delayed
2791,313,3,1,4,34,1,0,On Time
2792,165,1,4,3,34,2,15,Delayed
2793,314,1,3,4,24,4,25,Delayed
2794,21,2,5,3,2,4,25,Delayed
2795,82,4,1,5,8,3,45,Delayed
2796,69,5,6,1,25,2,15,Delayed
2797,131,3,6,2,30,5,10,Delayed
2798,87,1,2,3,32,5,10,Delayed
2799,218,3,3,3,30,1,0,On Time
2800,305,5,6,2,7,3,45,Delayed
2801,345,3,3,6,48,4,25,Delayed
2802,341,4,5,1,24,4,25,Delayed
2803,161,2,2,3,9,1,0,On Time
2804,178,3,1,3,16,5,10,Delayed
2805,117,2,2,6,2,5,10,Delayed
2806,196,5,5,1,35,4,25,Delayed
2807,327,2,6,4,34,1,0,On Time
2808,86,3,3,2,22,2,15,Delayed
2809,289,3,5,3,19,3,45,Delayed
2810,81,1,6,5,49,5,10,Delayed
2811,152,3,4,6,21,5,10,Delayed
2812,61,2,3,6,12,5,10,Delayed
2813,61,1,5,3,11,2,15,Delayed
2814,354,3,1,2,19,2,15,Delayed
2815,28,3,1,5,6,3,45,Delayed
2816,43,5,6,1,42,5,10,Delayed
2817,169,1,6,5,14,4,25,Delayed
2818,86,5,1,3,33,5,10,Delayed
2819,177,5,4,1,47,3,45,Delayed
2820,17,5,2,3,38,3,45,Delayed
2821,98,4,1,5,13,4,25,Delayed
2822,198,5,6,3,26,2,15,Delayed
2823,98,2,6,5,14,4,25,Delayed
2824,65,3,4,1,45,3,45,Delayed
2825,330,4,1,5,24,4,25,Delayed
2826,341,5,4,6,48,5,10,Delayed
2827,5,3,1,6,1,3,45,Delayed
2828,2,1,2,3,46,2,15,Delayed
2829,22,1,5,4,45,2,15,Delayed
2830,112,3,1,6,30,4,25,Delayed
2831,57,2,5,3,10,4,25,Delayed
2832,66,3,1,4,10,4,25,Delayed
2833,330,3,2,3,28,5,10,Delayed
2834,98,4,6,3,4,2,15,Delayed
2835,144,1,5,6,14,3,45,Delayed
2836,125,1,4,6,12,3,45,Delayed
2837,167,5,1,5,38,2,15,Delayed
2838,86,3,6,4,47,4,25,Delayed
2839,76,3,1,6,37,1,0,On Time
2840,344,2,4,5,10,4,25,Delayed
2841,294,1,2,4,41,2,15,Delayed
2842,59,2,3,3,27,5,10,Delayed
2843,138,4,1,3,42,4,25,Delayed
2844,99,5,4,5,12,3,45,Delayed
2845,192,2,3,3,22,5,10,Delayed
2846,243,1,1,5,4,2,15,Delayed
2847,319,4,5,1,29,1,0,On Time
2848,49,3,6,4,36,4,25,Delayed
2849,32,4,6,5,45,5,10,Delayed
2850,277,2,4,3,14,5,10,Delayed
2851,20,1,5,1,12,3,45,Delayed
2852,154,2,2,4,45,4,25,Delayed
2853,68,3,3,5,20,1,0,On Time
2854,214,3,4,3,45,5,10,Delayed
2855,143,1,1,4,23,3,45,Delayed
2856,232,5,6,4,22,4,25,Delayed
2857,213,4,1,6,34,4,25,Delayed
2858,79,4,3,6,21,1,0,On Time
2859,214,3,5,1,9,3,45,Delayed
2860,116,2,5,2,10,1,0,On Time
2861,92,2,4,3,49,5,10,Delayed
2862,270,5,4,5,10,2,15,Delayed
2863,168,2,5,1,45,2,15,Delayed
2864,58,4,4,5,30,1,0,On Time
2865,284,2,5,3,33,1,0,On Time
2866,26,5,3,4,2,2,15,Delayed
2867,66,4,4,1,49,5,10,Delayed
2868,248,2,5,1,32,1,0,On Time
2869,254,4,4,6,45,5,10,Delayed
2870,44,3,1,3,17,5,10,Delayed
2871,97,3,6,2,28,3,45,Delayed
2872,42,3,1,5,45,5,10,Delayed
2873,227,2,2,3,17,4,25,Delayed
2874,262,5,5,6,14,2,15,Delayed
2875,167,4,2,3,10,2,15,Delayed
2876,279,1,5,3,34,1,0,On Time
2877,89,3,6,4,14,1,0,On Time
2878,178,3,4,3,17,3,45,Delayed
2879,197,1,5,3,37,3,45,Delayed
2880,307,1,1,6,22,4,25,Delayed
2881,267,2,4,6,18,1,0,On Time
2882,268,4,6,1,35,2,15,Delayed
2883,74,3,1,2,48,4,25,Delayed
2884,8,5,4,3,18,1,0,On Time
2885,297,2,5,2,30,4,25,Delayed
2886,164,2,5,3,37,5,10,Delayed
2887,85,5,1,3,40,5,10,Delayed
2888,72,5,3,5,6,4,25,Delayed
2889,55,5,5,3,15,1,0,On Time
2890,47,1,3,5,35,5,10,Delayed
2891,238,3,4,6,26,5,10,Delayed
2892,104,1,3,4,41,4,25,Delayed
2893,210,3,1,2,27,5,10,Delayed
2894,42,1,2,3,30,2,15,Delayed
2895,316,4,2,3,11,5,10,Delayed
2896,268,3,1,4,24,4,25,Delayed
2897,263,2,2,3,14,5,10,Delayed
2898,336,3,1,2,23,5,10,Delayed
2899,365,3,5,6,9,3,45,Delayed
2900,259,3,3,5,42,4,25,Delayed
2901,283,4,2,6,47,4,25,Delayed
2902,114,1,5,6,18,3,45,Delayed
2903,363,2,2,3,39,3,45,Delayed
2904,40,1,4,2,19,2,15,Delayed
